,Song Name,Artist,Weekly Streams,Week of
11218,Glorious ,Macklemore,4713119,9/28/2017
11219,Rake It Up,Yo Gotti,4660883,9/28/2017
11220,Fuck Love ,XXXTENTACION,4562327,9/28/2017
11221,Dusk Till Dawn,ZAYN,4454546,9/28/2017
11222,BUTTERFLY EFFECT,Travis Scott,4421167,9/28/2017
11223,Feel It Still,Portugal. The Man,4418284,9/28/2017
11224,New Rules,Dua Lipa,4282421,9/28/2017
11225,Roll In Peace ,Kodak Black,4235079,9/28/2017
11226,Location,Khalid,4181475,9/28/2017
11227,goosebumps,Travis Scott,4176341,9/28/2017
11228,Strip That Down,Liam Payne,3937831,9/28/2017
11229,Love Galore ,SZA,3884858,9/28/2017
11230,Thunder,Imagine Dragons,3813939,9/28/2017
11231,Friends ,"Justin Bieber, BloodPop",3775385,9/28/2017
11232,...Ready For It?,Taylor Swift,3747530,9/28/2017
11233,The Race,Tay-K,3710469,9/28/2017
11234,Drowning ,A Boogie Wit da Hoodie,3647023,9/28/2017
11235,Feels,Calvin Harris,3618290,9/28/2017
11236,Gucci Gang,Lil Pump,3574179,9/28/2017
11237,Despacito,Luis Fonsi,3491675,9/28/2017
11238,Slippery ,Migos,3483562,9/28/2017
11239,Wild Thoughts ,DJ Khaled,3473351,9/28/2017
11240,Believer,Imagine Dragons,3424693,9/28/2017
11241,I Fall Apart,Post Malone,3414828,9/28/2017
11242,Magnolia,Playboi Carti,3377253,9/28/2017
11243,Let Me Go,"Hailee Steinfeld, Alesso",3374224,9/28/2017
11244,Transportin',Kodak Black,3372943,9/28/2017
11245,DNA.,Kendrick Lamar,3262461,9/28/2017
11246,Back to You ,Louis Tomlinson,3245907,9/28/2017
11247,I'm the One ,DJ Khaled,3227675,9/28/2017
11248,Meant to Be,"Bebe Rexha, Florida Georgia Line",3211534,9/28/2017
11249,Redbone,Childish Gambino,3067359,9/28/2017
11250,DNA,BTS,3026950,9/28/2017
11251,It's A Vibe,2 Chainz,3011721,9/28/2017
11252,Homemade Dynamite,Lorde,2989990,9/28/2017
11253,Attention,Charlie Puth,2968231,9/28/2017
11254,I Like Me Better,Lauv,2908838,9/28/2017
11255,Sauce It Up,Lil Uzi Vert,2880691,9/28/2017
11256,LOVE.,Kendrick Lamar,2854099,9/28/2017
11257,Everybody Dies In Their Nightmares,XXXTENTACION,2799624,9/28/2017
11258,Body Like A Back Road,Sam Hunt,2789477,9/28/2017
11259,Mask Off,Future,2769824,9/28/2017
11260,Plain Jane,A$AP Ferg,2755663,9/28/2017
11261,Perplexing Pegasus,Rae Sremmurd,2697307,9/28/2017
11262,Relationship ,Young Thug,2687636,9/28/2017
11263,Go Flex,Post Malone,2669098,9/28/2017
11264,Unforgettable,Thomas Rhett,2636033,9/28/2017
11265,Shape of You,Ed Sheeran,2582197,9/28/2017
11266,Perfect,Ed Sheeran,2529042,9/28/2017
11267,wokeuplikethis*,Playboi Carti,2518734,9/28/2017
11268,Bad At Love,Halsey,2500090,9/28/2017
11269,Slow Hands,Niall Horan,2471914,9/28/2017
11270,Curve ,Gucci Mane,2467090,9/28/2017
11271,LOYALTY.,Kendrick Lamar,2456274,9/28/2017
11272,Candy Paint,Post Malone,2404478,9/28/2017
11273,Praying,Kesha,2345583,9/28/2017
11274,White Iverson,Post Malone,2240514,9/28/2017
11275,iSpy ,KYLE,2238294,9/28/2017
11276,There's Nothing Holdin' Me Back,Shawn Mendes,2226313,9/28/2017
11277,That's What I Like,Bruno Mars,2200400,9/28/2017
11278,Good Old Days ,Macklemore,2200038,9/28/2017
11279,Say A',A Boogie Wit da Hoodie,2193022,9/28/2017
11280,No Complaints,Metro Boomin,2186324,9/28/2017
11281,OMG,Camila Cabello,2177125,9/28/2017
11282,Questions,Chris Brown,2170827,9/28/2017
11283,do re mi ,blackbear,2169839,9/28/2017
11284,Say You Won't Let Go,James Arthur,2137936,9/28/2017
11285,Tunnel Vision,Kodak Black,2129075,9/28/2017
11286,Lonely Together ,Avicii,2115500,9/28/2017
11287,Bounce Back,Big Sean,2090698,9/28/2017
11288,Too Much To Ask,Niall Horan,2064782,9/28/2017
11289,Would You Ever,Skrillex,2030126,9/28/2017
11290,Passionfruit,Drake,2029145,9/28/2017
11291,Look At Me!,XXXTENTACION,2026266,9/28/2017
11292,Bad and Boujee ,Migos,1997711,9/28/2017
11293,What Ifs,Kane Brown,1977742,9/28/2017
11294,The Weekend,SZA,1951148,9/28/2017
11295,T-Shirt,Migos,1946615,9/28/2017
11296,do re mi,blackbear,1871891,9/28/2017
11297,What About Us,P!nk,1868152,9/28/2017
11298,A Different Way ,"DJ Snake, Lauv, Lauv",1863446,9/28/2017
11299,No Limit,G-Eazy,1858064,9/28/2017
11300,Slide,Calvin Harris,1851925,9/28/2017
11301,Something Just Like This,"The Chainsmokers, Coldplay",1842065,9/28/2017
11302,4:00 AM,2 Chainz,1831168,9/28/2017
11303,Ex Calling,6LACK,1817836,9/28/2017
11304,First Day Out,Tee Grizzley,1805042,9/28/2017
11305,Losin Control,Russ,1798046,9/28/2017
11306,Small Town Boy,Dustin Lynch,1784922,9/28/2017
11307,Revenge,XXXTENTACION,1783350,9/28/2017
11308,X,Lil Uzi Vert,1774828,9/28/2017
11309,Portland,Drake,1770827,9/28/2017
11310,Without You ,Avicii,1762435,9/28/2017
11311,Swang,Rae Sremmurd,1756487,9/28/2017
11312,beibs in the trap,Travis Scott,1739557,9/28/2017
11313,Stay ,"Zedd, Alessia Cara",1731154,9/28/2017
11314,Closer,The Chainsmokers,1716403,9/28/2017
11315,Heartache On The Dance Floor,Jon Pardi,1710751,9/28/2017
11316,Tu Sabes Que Te Quiero,Chucho Flash,1709973,9/28/2017
11317,Now Or Never,Halsey,1688950,9/28/2017
11318,8TEEN,Khalid,1666449,9/28/2017
11319,Sky Walker ,Miguel,1662651,9/28/2017
11320,Money Longer,Lil Uzi Vert,1657729,9/28/2017
11321,Starboy,The Weeknd,1656763,9/28/2017
11322,X ,21 Savage,1655650,9/28/2017
11323,Craving You,Thomas Rhett,1651697,9/28/2017
11324,Saved,Khalid,1649554,9/28/2017
11325,Broccoli ,DRAM,1647187,9/28/2017
11326,2U ,David Guetta,1642160,9/28/2017
11327,Hurricane,Luke Combs,1635421,9/28/2017
11328,Issues,Julia Michaels,1632356,9/28/2017
11329,Caroline,Amine,1621550,9/28/2017
11330,Everybody,Logic,1620746,9/28/2017
11331,Everyday We Lit ,YFN Lucci,1613058,9/28/2017
11332,Fake Love,Drake,1607111,9/28/2017
11333,It Ain't Me,"Kygo, Selena Gomez",1598073,9/28/2017
11334,Fetish ,Selena Gomez,1595573,9/28/2017
11335,Boss,Lil Pump,1594425,9/28/2017
11336,pick up the phone,"Young Thug, Travis Scott",1588925,9/28/2017
11337,What They Want,Russ,1582317,9/28/2017
11338,No Promises,Cheat Codes,1572845,9/28/2017
11339,The Last Of The Real Ones,Fall Out Boy,1565873,9/28/2017
11340,No Role Modelz,J. Cole,1557083,9/28/2017
11341,Signs,Drake,1533900,9/28/2017
11342,Rich Love ,"OneRepublic, Seeb, Seeb",1530705,9/28/2017
11343,Myself,NAV,1530035,9/28/2017
11344,Carry On,XXXTENTACION,1525051,9/28/2017
11345,Neon Guts ,Lil Uzi Vert,1524718,9/28/2017
11346,I Don't Wanna Live Forever,"Zayn, Taylor Swift",1520742,9/28/2017
11347,No Problem ,Chance the Rapper,1518032,9/28/2017
11348,PRBLMS,6LACK,1517889,9/28/2017
11349,In Case You Didn't Know,Brett Young,1508752,9/28/2017
11350,No Option,Post Malone,1508538,9/28/2017
11351,When It Rains It Pours,Luke Combs,1502396,9/28/2017
11352,Marmalade ,Macklemore,1501247,9/28/2017
11353,Most Girls,Hailee Steinfeld,1486007,9/28/2017
11354,Love Scars,Trippie Redd,1474242,9/28/2017
11355,Shooters,Tory Lanez,1473934,9/28/2017
11356,Crew ,GoldLink,1471050,9/28/2017
11357,Felices los 4,Maluma,1452201,9/28/2017
11358,Dark Queen,Lil Uzi Vert,1434313,9/28/2017
11359,ELEMENT.,Kendrick Lamar,1418003,9/28/2017
11360,More Than You Know,Axwell /\ Ingrosso,1410233,9/28/2017
11361,444+222,Lil Uzi Vert,1407198,9/28/2017
11362,Both ,Gucci Mane,1406542,9/28/2017
11363,Run Me Dry,Bryson Tiller,1404154,9/28/2017
11364,Despacito,Luis Fonsi,1396497,9/28/2017
11365,Patty Cake,Kodak Black,1395310,9/28/2017
11366,One Dance,Drake,1389104,9/28/2017
11367,Bust Down,Trippie Redd,1388811,9/28/2017
11368,Don't,Bryson Tiller,1368644,9/28/2017
11369,Swalla ,Jason Derulo,1353453,9/28/2017
11370,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",1351931,9/28/2017
11371,Depression & Obsession,XXXTENTACION,1349095,9/28/2017
11372,Neighbors,J. Cole,1342218,9/28/2017
11373,Why,Sabrina Carpenter,1329758,9/28/2017
11374,From The D To The A ,Tee Grizzley,1327911,9/28/2017
11375,Flex Like Ouu,Lil Pump,1324221,9/28/2017
11376,You Was Right,Lil Uzi Vert,1319133,9/28/2017
11377,Rolex,"Ayo, Teo",1318979,9/28/2017
11378,Gyalchester,Drake,1316569,9/28/2017
11379,Reggaetón Lento (Remix),CNCO,1315055,9/28/2017
11380,Again,Noah Cyrus,1313370,9/28/2017
11381,I Just Can't,R3HAB,1305281,9/28/2017
11382,Escápate Conmigo,Wisin,1279207,9/28/2017
11383,Exchange,Bryson Tiller,1278088,9/28/2017
11384,D Rose,Lil Pump,1274766,9/28/2017
11385,Bad Liar,Selena Gomez,1263515,9/28/2017
11386,Low Life,Future,1260532,9/28/2017
11387,'Till I Collapse,Eminem,1259467,9/28/2017
11388,Rollin,Calvin Harris,1258063,9/28/2017
11389,Stargazing,Kygo,1257614,9/28/2017
11390,I Feel It Coming,The Weeknd,1246985,9/28/2017
11391,Greatest Love Story,LANCO,1246898,9/28/2017
11392,Best Of Me,BTS,1242749,9/28/2017
11393,Too Many Years,Kodak Black,1240741,9/28/2017
11394,The Night We Met,Lord Huron,1237554,9/28/2017
11395,September,"Earth, Wind, Fire",1234770,9/28/2017
11396,No Such Thing as a Broken Heart,Old Dominion,1234307,9/28/2017
11397,No Flockin,Kodak Black,1232704,9/28/2017
11398,No Heart,21 Savage,1230669,9/28/2017
11399,1-800-273-8255,Logic,10649945,9/14/2017
11400,Too Good At Goodbyes - Edit,Sam Smith,9458907,9/14/2017
11401,Bank Account,21 Savage,8244903,9/14/2017
11402,Bodak Yellow,Cardi B,8096384,9/14/2017
11403,Jocelyn Flores,XXXTENTACION,7768682,9/14/2017
11404,Look What You Made Me Do,Taylor Swift,7703569,9/14/2017
11405,XO TOUR Llif3,Lil Uzi Vert,7170658,9/14/2017
11406,Young Dumb & Broke,Khalid,6837566,9/14/2017
11407,Unforgettable,French Montana,6455228,9/14/2017
11408,...Ready For It?,Taylor Swift,6365354,9/14/2017
11409,Silence,Marshmello,6247859,9/14/2017
11410,Sorry Not Sorry,Demi Lovato,6069969,9/14/2017
11411,Fuck Love ,XXXTENTACION,5860968,9/14/2017
11412,HUMBLE.,Kendrick Lamar,5647471,9/14/2017
11413,Dusk Till Dawn,ZAYN,5330364,9/14/2017
11414,Havana,Camila Cabello,5200177,9/14/2017
11415,BUTTERFLY EFFECT,Travis Scott,5161063,9/14/2017
11416,Mi Gente,J Balvin,5140607,9/14/2017
11417,The Way Life Goes ,Lil Uzi Vert,5003212,9/14/2017
11418,What Lovers Do ,Maroon 5,4772038,9/14/2017
11419,Congratulations,Post Malone,4668299,9/14/2017
11420,Wild Thoughts ,DJ Khaled,4592900,9/14/2017
11421,Friends ,"Justin Bieber, BloodPop",4489388,9/14/2017
11422,I Get The Bag ,Gucci Mane,4377067,9/14/2017
11423,Feel It Still,Portugal. The Man,4330578,9/14/2017
11424,Location,Khalid,4330047,9/14/2017
11425,Strip That Down,Liam Payne,4260714,9/14/2017
11426,New Rules,Dua Lipa,4244544,9/14/2017
11427,Feels,Calvin Harris,4228354,9/14/2017
11428,Love Galore ,SZA,4188573,9/14/2017
11429,Rake It Up,Yo Gotti,4114346,9/14/2017
11430,Roll In Peace ,Kodak Black,3978398,9/14/2017
11431,Despacito,Luis Fonsi,3974823,9/14/2017
11432,goosebumps,Travis Scott,3926192,9/14/2017
11433,Attention,Charlie Puth,3846380,9/14/2017
11434,Magnolia,Playboi Carti,3772931,9/14/2017
11435,Everybody Dies In Their Nightmares,XXXTENTACION,3710536,9/14/2017
11436,Unforgettable,Thomas Rhett,3650250,9/14/2017
11437,I'm the One ,DJ Khaled,3608559,9/14/2017
11438,Back to You ,Louis Tomlinson,3599436,9/14/2017
11439,Glorious ,Macklemore,3482322,9/14/2017
11440,Thunder,Imagine Dragons,3474995,9/14/2017
11441,Believer,Imagine Dragons,3432292,9/14/2017
11442,The Race,Tay-K,3411432,9/14/2017
11443,DNA.,Kendrick Lamar,3371905,9/14/2017
11444,Slippery ,Migos,3358358,9/14/2017
11445,I Like Me Better,Lauv,3323565,9/14/2017
11446,Redbone,Childish Gambino,3314105,9/14/2017
11447,Drowning ,A Boogie Wit da Hoodie,3223665,9/14/2017
11448,It's A Vibe,2 Chainz,3200213,9/14/2017
11449,Praying,Kesha,3180561,9/14/2017
11450,Slow Hands,Niall Horan,3054628,9/14/2017
11451,LOYALTY.,Kendrick Lamar,3000477,9/14/2017
11452,Sauce It Up,Lil Uzi Vert,2910617,9/14/2017
11453,LOVE.,Kendrick Lamar,2895153,9/14/2017
11454,Body Like A Back Road,Sam Hunt,2881815,9/14/2017
11455,Mask Off,Future,2820178,9/14/2017
11456,There's Nothing Holdin' Me Back,Shawn Mendes,2642437,9/14/2017
11457,Let Me Go,"Hailee Steinfeld, Alesso",2584376,9/14/2017
11458,Shape of You,Ed Sheeran,2584233,9/14/2017
11459,Perplexing Pegasus,Rae Sremmurd,2558187,9/14/2017
11460,Relationship ,Young Thug,2510019,9/14/2017
11461,Revenge,XXXTENTACION,2411066,9/14/2017
11462,OMG,Camila Cabello,2396704,9/14/2017
11463,Transportin',Kodak Black,2396212,9/14/2017
11464,2U ,David Guetta,2355081,9/14/2017
11465,Fetish ,Selena Gomez,2325683,9/14/2017
11466,Questions,Chris Brown,2320852,9/14/2017
11467,That's What I Like,Bruno Mars,2317333,9/14/2017
11468,iSpy ,KYLE,2291815,9/14/2017
11469,Gucci Gang,Lil Pump,2271494,9/14/2017
11470,Lonely Together ,Avicii,2256472,9/14/2017
11471,Would You Ever,Skrillex,2248653,9/14/2017
11472,No Limit,G-Eazy,2205048,9/14/2017
11473,Craving You,Thomas Rhett,2193251,9/14/2017
11474,No Complaints,Metro Boomin,2171294,9/14/2017
11475,do re mi ,blackbear,2163379,9/14/2017
11476,X,Lil Uzi Vert,2137137,9/14/2017
11477,What About Us,P!nk,2099798,9/14/2017
11478,Slide,Calvin Harris,2096858,9/14/2017
11479,Passionfruit,Drake,2093163,9/14/2017
11480,Signs,Drake,2088263,9/14/2017
11481,Bounce Back,Big Sean,2071908,9/14/2017
11482,Tunnel Vision,Kodak Black,2070866,9/14/2017
11483,Look At Me!,XXXTENTACION,2029293,9/14/2017
11484,Say You Won't Let Go,James Arthur,2011292,9/14/2017
11485,Small Town Boy,Dustin Lynch,1990445,9/14/2017
11486,Carry On,XXXTENTACION,1988954,9/14/2017
11487,Bad and Boujee ,Migos,1982318,9/14/2017
11488,More Than You Know,Axwell /\ Ingrosso,1978880,9/14/2017
11489,What Ifs,Kane Brown,1959032,9/14/2017
11490,Neon Guts ,Lil Uzi Vert,1937262,9/14/2017
11491,Depression & Obsession,XXXTENTACION,1926142,9/14/2017
11492,The Weekend,SZA,1924306,9/14/2017
11493,do re mi,blackbear,1920670,9/14/2017
11494,444+222,Lil Uzi Vert,1897859,9/14/2017
11495,T-Shirt,Migos,1893905,9/14/2017
11496,Leave Right Now,Thomas Rhett,1883240,9/14/2017
11497,Without You ,Avicii,1873147,9/14/2017
11498,Stay ,"Zedd, Alessia Cara",1853602,9/14/2017
11499,Something Just Like This,"The Chainsmokers, Coldplay",1850737,9/14/2017
11500,4:00 AM,2 Chainz,1844709,9/14/2017
11501,Rich Love ,"OneRepublic, Seeb, Seeb",1838870,9/14/2017
11502,First Day Out,Tee Grizzley,1822240,9/14/2017
11503,Go Flex,Post Malone,1820974,9/14/2017
11504,Mama,Jonas Blue,1770516,9/14/2017
11505,Candy Paint,Post Malone,1753315,9/14/2017
11506,Now Or Never,Halsey,1750365,9/14/2017
11507,Everybody,Logic,1744474,9/14/2017
11508,Your Song,Rita Ora,1736819,9/14/2017
11509,Ex Calling,6LACK,1732031,9/14/2017
11510,Plain Jane,A$AP Ferg,1731180,9/14/2017
11511,Closer,The Chainsmokers,1728592,9/14/2017
11512,Save Me,XXXTENTACION,1723603,9/14/2017
11513,wokeuplikethis*,Playboi Carti,1720437,9/14/2017
11514,Swang,Rae Sremmurd,1716759,9/14/2017
11515,Issues,Julia Michaels,1690785,9/14/2017
11516,Sky Walker ,Miguel,1687423,9/14/2017
11517,Broccoli ,DRAM,1680994,9/14/2017
11518,Portland,Drake,1680398,9/14/2017
11519,Meant to Be,"Bebe Rexha, Florida Georgia Line",1677688,9/14/2017
11520,Losin Control,Russ,1668833,9/14/2017
11521,Saved,Khalid,1660310,9/14/2017
11522,I Don't Wanna Live Forever,"Zayn, Taylor Swift",1659823,9/14/2017
11523,Starboy,The Weeknd,1657423,9/14/2017
11524,Money Longer,Lil Uzi Vert,1655260,9/14/2017
11525,Caroline,Amine,1637106,9/14/2017
11526,8TEEN,Khalid,1635319,9/14/2017
11527,beibs in the trap,Travis Scott,1630239,9/14/2017
11528,X ,21 Savage,1625872,9/14/2017
11529,White Iverson,Post Malone,1623688,9/14/2017
11530,Fake Love,Drake,1615071,9/14/2017
11531,Most Girls,Hailee Steinfeld,1613702,9/14/2017
11532,Dark Queen,Lil Uzi Vert,1610389,9/14/2017
11533,Hurricane,Luke Combs,1576002,9/14/2017
11534,No Promises,Cheat Codes,1562801,9/14/2017
11535,Despacito,Luis Fonsi,1548169,9/14/2017
11536,Heartache On The Dance Floor,Jon Pardi,1518871,9/14/2017
11537,ELEMENT.,Kendrick Lamar,1518193,9/14/2017
11538,No Role Modelz,J. Cole,1512067,9/14/2017
11539,UnFazed ,Lil Uzi Vert,1509886,9/14/2017
11540,pick up the phone,"Young Thug, Travis Scott",1507477,9/14/2017
11541,It Ain't Me,"Kygo, Selena Gomez",1504476,9/14/2017
11542,Felices los 4,Maluma,1493349,9/14/2017
11543,No Problem ,Chance the Rapper,1490910,9/14/2017
11544,Everyday We Lit ,YFN Lucci,1479386,9/14/2017
11545,Audi.,Smokepurpp,1475784,9/14/2017
11546,Myself,NAV,1473533,9/14/2017
11547,What They Want,Russ,1468374,9/14/2017
11548,Life Changes,Thomas Rhett,1459864,9/14/2017
11549,PRBLMS,6LACK,1459357,9/14/2017
11550,Rollin,Calvin Harris,1448989,9/14/2017
11551,Swalla ,Jason Derulo,1444034,9/14/2017
11552,Bad Liar,Selena Gomez,1427634,9/14/2017
11553,Crew ,GoldLink,1406963,9/14/2017
11554,Why,Sabrina Carpenter,1403765,9/14/2017
11555,Boss,Lil Pump,1399924,9/14/2017
11556,Orlando,XXXTENTACION,1394850,9/14/2017
11557,One Dance,Drake,1381232,9/14/2017
11558,In Case You Didn't Know,Brett Young,1378219,9/14/2017
11559,If I'm Lucky,Jason Derulo,1374389,9/14/2017
11560,When It Rains It Pours,Luke Combs,1369589,9/14/2017
11561,Patty Cake,Kodak Black,1362635,9/14/2017
11562,RAF,A$AP Mob,1362398,9/14/2017
11563,Neighbors,J. Cole,1362342,9/14/2017
11564,Bad At Love,Halsey,1356456,9/14/2017
11565,You Was Right,Lil Uzi Vert,1344010,9/14/2017
11566,Marry Me,Thomas Rhett,1332374,9/14/2017
11567,Super Far,LANY,1328460,9/14/2017
11568,Reggaetón Lento (Remix),CNCO,1328137,9/14/2017
11569,Gyalchester,Drake,1322687,9/14/2017
11570,Rolex,"Ayo, Teo",1321099,9/14/2017
11571,Escápate Conmigo,Wisin,1305737,9/14/2017
11572,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",1301161,9/14/2017
11573,Don't,Bryson Tiller,1289571,9/14/2017
11574,Sixteen,Thomas Rhett,1288057,9/14/2017
11575,Dead Inside (Interlude),XXXTENTACION,1284703,9/14/2017
11576,Get Low,"Zedd, Liam Payne",1280315,9/14/2017
11577,Idfc,blackbear,1277701,9/14/2017
11578,From The D To The A ,Tee Grizzley,1273491,9/14/2017
11579,No Such Thing as a Broken Heart,Old Dominion,1271788,9/14/2017
11580,I Feel It Coming,The Weeknd,1262462,9/14/2017
11581,Falls ,ODESZA,1250287,9/14/2017
11582,Flex Like Ouu,Lil Pump,1248933,9/14/2017
11583,D Rose,Lil Pump,1245151,9/14/2017
11584,Do I Make You Wanna,Billy Currington,1244714,9/14/2017
11585,Numb,21 Savage,1244543,9/14/2017
11586,The Night We Met,Lord Huron,1234825,9/14/2017
11587,Met Gala ,Gucci Mane,1226102,9/14/2017
11588,Love So Soft,Kelly Clarkson,1225648,9/14/2017
11589,Crew REMIX,GoldLink,1225239,9/14/2017
11590,Love Scars,Trippie Redd,1224814,9/14/2017
11591,For Real,Lil Uzi Vert,1223847,9/14/2017
11592,Exchange,Bryson Tiller,1223737,9/14/2017
11593,Malibu,Miley Cyrus,1223477,9/14/2017
11594,Perfect,Ed Sheeran,1216809,9/14/2017
11595,Low Life,Future,1214796,9/14/2017
11596,Run Me Dry,Bryson Tiller,1213311,9/14/2017
11597,Me Rehúso,Danny Ocean,1211723,9/14/2017
11598,Some Way,NAV,1211671,9/14/2017
11599,Look What You Made Me Do,Taylor Swift,16985020,8/31/2017
11600,XO TOUR Llif3,Lil Uzi Vert,9515504,8/31/2017
11601,Jocelyn Flores,XXXTENTACION,8676862,8/31/2017
11602,Bank Account,21 Savage,8527436,8/31/2017
11603,1-800-273-8255,Logic,7775976,8/31/2017
11604,Bodak Yellow,Cardi B,7435257,8/31/2017
11605,Unforgettable,French Montana,7184705,8/31/2017
11606,Fuck Love ,XXXTENTACION,7029992,8/31/2017
11607,The Way Life Goes ,Lil Uzi Vert,6838951,8/31/2017
11608,Young Dumb & Broke,Khalid,6652147,8/31/2017
11609,HUMBLE.,Kendrick Lamar,6411583,8/31/2017
11610,Sorry Not Sorry,Demi Lovato,6378150,8/31/2017
11611,Wild Thoughts ,DJ Khaled,6243334,8/31/2017
11612,Silence,Marshmello,6194572,8/31/2017
11613,Everybody Dies In Their Nightmares,XXXTENTACION,5833910,8/31/2017
11614,Friends ,"Justin Bieber, BloodPop",5561642,8/31/2017
11615,Mi Gente,J Balvin,5507187,8/31/2017
11616,Congratulations,Post Malone,5283811,8/31/2017
11617,BUTTERFLY EFFECT,Travis Scott,5268275,8/31/2017
11618,Havana,Camila Cabello,5124828,8/31/2017
11619,Despacito,Luis Fonsi,4935245,8/31/2017
11620,Feels,Calvin Harris,4905814,8/31/2017
11621,Sauce It Up,Lil Uzi Vert,4849542,8/31/2017
11622,Strip That Down,Liam Payne,4762775,8/31/2017
11623,Revenge,XXXTENTACION,4752140,8/31/2017
11624,Location,Khalid,4658452,8/31/2017
11625,444+222,Lil Uzi Vert,4605240,8/31/2017
11626,Feel It Still,Portugal. The Man,4506293,8/31/2017
11627,I'm the One ,DJ Khaled,4424752,8/31/2017
11628,New Rules,Dua Lipa,4305994,8/31/2017
11629,X,Lil Uzi Vert,4233756,8/31/2017
11630,Love Galore ,SZA,4232653,8/31/2017
11631,Back to You ,Louis Tomlinson,4194556,8/31/2017
11632,Depression & Obsession,XXXTENTACION,4193034,8/31/2017
11633,Magnolia,Playboi Carti,4128805,8/31/2017
11634,Attention,Charlie Puth,4095224,8/31/2017
11635,I Get The Bag ,Gucci Mane,3989612,8/31/2017
11636,Carry On,XXXTENTACION,3981571,8/31/2017
11637,goosebumps,Travis Scott,3907280,8/31/2017
11638,Save Me,XXXTENTACION,3862775,8/31/2017
11639,Glorious ,Macklemore,3749536,8/31/2017
11640,Praying,Kesha,3736038,8/31/2017
11641,Believer,Imagine Dragons,3672341,8/31/2017
11642,Rake It Up,Yo Gotti,3668126,8/31/2017
11643,DNA.,Kendrick Lamar,3655006,8/31/2017
11644,Redbone,Childish Gambino,3636160,8/31/2017
11645,There's Nothing Holdin' Me Back,Shawn Mendes,3609635,8/31/2017
11646,It's A Vibe,2 Chainz,3550212,8/31/2017
11647,Roll In Peace ,Kodak Black,3524438,8/31/2017
11648,LOYALTY.,Kendrick Lamar,3493610,8/31/2017
11649,Thunder,Imagine Dragons,3486966,8/31/2017
11650,Two®,Lil Uzi Vert,3429849,8/31/2017
11651,Slippery ,Migos,3359065,8/31/2017
11652,I Like Me Better,Lauv,3356149,8/31/2017
11653,Slow Hands,Niall Horan,3293122,8/31/2017
11654,For Real,Lil Uzi Vert,3251858,8/31/2017
11655,UnFazed ,Lil Uzi Vert,3240337,8/31/2017
11656,Neon Guts ,Lil Uzi Vert,3172234,8/31/2017
11657,Body Like A Back Road,Sam Hunt,3131688,8/31/2017
11658,Mask Off,Future,3103994,8/31/2017
11659,Orlando,XXXTENTACION,3083834,8/31/2017
11660,Fetish ,Selena Gomez,3050531,8/31/2017
11661,Dead Inside (Interlude),XXXTENTACION,3029271,8/31/2017
11662,Drowning ,A Boogie Wit da Hoodie,3024454,8/31/2017
11663,Shape of You,Ed Sheeran,2993063,8/31/2017
11664,LOVE.,Kendrick Lamar,2972412,8/31/2017
11665,No Sleep Leak,Lil Uzi Vert,2963704,8/31/2017
11666,Dark Queen,Lil Uzi Vert,2959215,8/31/2017
11667,2U ,David Guetta,2922674,8/31/2017
11668,Perplexing Pegasus,Rae Sremmurd,2764135,8/31/2017
